tconst,primaryTitle,titleType,startYear,runtimeMinutes,genres
tt0000009,Miss Jerry,movie,1894,45,Romance
tt0000147,The Corbett-Fitzsimmons Fight,movie,1897,100,"Documentary,News,Sport"
tt0000502,Bohemios,movie,1905,100,\N
tt0000574,The Story of the Kelly Gang,movie,1906,70,"Action,Adventure,Biography"
tt0000591,The Prodigal Son,movie,1907,90,Drama
tt0000615,Robbery Under Arms,movie,1907,\N,Drama
tt0000630,Hamlet,movie,1908,\N,Drama
tt0000675,Don Quijote,movie,1908,\N,Drama
tt0000679,The Fairylogue and Radio-Plays,movie,1908,120,"Adventure,Fantasy"
tt0000838,A Cultura do Cacau,movie,1909,\N,\N
tt0000842,De Garraf a Barcelona,movie,1909,\N,\N
tt0000846,Un día en Xochimilco,movie,1909,\N,\N
tt0000850,Los dos hermanos,movie,1909,\N,\N
tt0000859,Fabricación del corcho en Sant Feliu de Guixols,movie,1909,\N,\N
tt0000862,Faldgruben,movie,1909,\N,\N
tt0000867,Fiesta de toros,movie,1909,\N,\N
tt0000868,Fiestas de Santa Lucía - Belenes,movie,1909,\N,\N
tt0000869,Fiestas en La Garriga,movie,1909,\N,\N
tt0000879,Gira política de Madero y Pino Suárez,movie,1909,\N,\N
tt0000886,"Hamlet, Prince of Denmark",movie,1910,\N,Drama
tt0000941,Locura de amor,movie,1909,45,Drama
tt0000947,Lægens offer,movie,1909,\N,\N
tt0000959,Melilla y el Gurugu,movie,1909,\N,\N
tt0000984,Niños en la alameda,movie,1909,\N,\N
tt0001007,La primera y segunda casetas,movie,1909,\N,\N
tt0001010,Protección de un convoy de víveres en el puente de camellos,movie,1909,\N,\N
tt0001028,Salome Mad,movie,1909,\N,Comedy
tt0001038,Sherlock Holmes VI,movie,1910,\N,\N
tt0001043,Smith's Knockabout Theatre,movie,1909,\N,\N
tt0001049,Gøngehøvdingen,movie,1909,\N,"Drama,War"
tt0001051,El sueño milagroso,movie,1909,\N,\N
tt0001059,O Terremoto de Benavente,movie,1909,\N,Documentary
tt0001069,Toma del Gurugu,movie,1909,\N,\N
tt0001080,Two of the Boys,movie,1909,\N,\N
tt0001081,La vida en el campamento,movie,1909,\N,\N
tt0001082,Viernes de dolores,movie,1909,\N,\N
tt0001101,Abraham Lincoln's Clemency,movie,1910,\N,\N
tt0001109,L'aluminite,movie,1910,\N,\N
tt0001112,Amleto,movie,1910,\N,Drama
tt0001113,Amor gitano,movie,1910,\N,\N
tt0001115,Ansigttyven I,movie,1910,\N,Crime
tt0001116,Ansigttyven II,movie,1910,\N,\N
tt0001122,The Red Inn,movie,1910,\N,\N
tt0001141,The Butterfly,movie,1910,\N,\N
tt0001142,By Order of Napoleon,movie,1910,\N,\N
tt0001147,O Centenário da Guerra Peninsular,movie,1910,\N,Documentary
tt0001159,The Connecticut Yankee,movie,1910,\N,\N
tt0001163,Corrida da Rampa,movie,1910,\N,Documentary
tt0001175,Camille,movie,1912,\N,"Drama,Romance"
tt0001179,Desfile histórico del centenario,movie,1910,\N,\N
tt0001184,Don Juan de Serrallonga,movie,1910,58,"Adventure,Drama"
tt0001203,Excursión al Gombreny,movie,1910,\N,\N
tt0001230,Gentleman Joe,movie,1910,\N,\N
tt0001240,Hamlet,movie,1911,\N,Drama
tt0001247,His Brother's Wife,movie,1910,\N,\N
tt0001277,Kapergasten,movie,1910,\N,Drama
tt0001285,The Life of Moses,movie,1909,50,"Biography,Drama,Family"
tt0001338,A Night in May,movie,1910,\N,Drama
tt0001341,Jarní sen starého mládence,movie,1913,\N,Comedy
tt0001348,Orientalsk dans,movie,1910,\N,\N
tt0001353,Paganini,movie,1911,\N,\N
tt0001359,A Pesca do Bacalhau,movie,1910,\N,Documentary
tt0001364,El pobre Valbuena,movie,1910,\N,\N
tt0001366,Un portero modelo,movie,1910,\N,\N
tt0001370,Rainha Depois de Morta Inês de Castro,movie,1910,\N,"Drama,History"
tt0001379,A Record Hustle Through Foggy London,movie,1910,\N,\N
tt0001382,Revolução de 5 de Outubro,movie,1910,\N,Documentary
tt0001386,Le roi des parfums,movie,1910,\N,\N
tt0001422,Trail to the West,movie,1910,\N,\N
tt0001440,Valdemar Sejr,movie,1910,\N,"Drama,History"
tt0001465,As Últimas Inundações do Tejo em Santarém,movie,1910,\N,\N
tt0001475,Amor fatal,movie,1911,\N,"Drama,Romance"
tt0001495,A Balkan Episode,movie,1911,\N,\N
tt0001498,The Battle of Trafalgar,movie,1911,51,War
tt0001515,The Brand,movie,1911,\N,\N
tt0001521,En bryllupsaften,movie,1911,\N,\N
tt0001530,The Bushranger's Bride,movie,1911,\N,Drama
tt0001531,"Captain Starlight, or Gentleman of the Road",movie,1911,\N,\N
tt0001555,Cortejo Cívico,movie,1911,\N,\N
tt0001586,A Dog's Tale,movie,1911,\N,\N
tt0001592,In the Prime of Life,movie,1911,52,Drama
tt0001602,El fantasma del castillo,movie,1911,\N,\N
tt0001603,Den farlige leg,movie,1911,\N,Drama
tt0001604,The Fatal Wedding,movie,1911,\N,Drama
tt0001614,The Four Devils,movie,1911,60,Drama
tt0001628,The Four Poster Pest,movie,1911,\N,\N
tt0001630,Der fremde Vogel,movie,1911,45,\N
tt0001648,The Golden West,movie,1911,\N,\N
tt0001706,The Infant at Snakeville,movie,1911,\N,\N
tt0001711,Jahreszeiten des Lebens,movie,1915,\N,\N
